Date,Price
1/4/2016,759.4400019999999
1/5/2016,761.530029
1/6/2016,759.330017
1/7/2016,741.0
1/8/2016,730.909973
1/11/2016,733.070007
1/12/2016,745.340027
1/13/2016,719.570007
1/14/2016,731.3900150000001
1/15/2016,710.48999
1/19/2016,719.080017
1/20/2016,718.5599980000001
1/21/2016,726.669983
1/22/2016,745.460022
1/25/2016,733.619995
1/26/2016,733.789978
1/27/2016,717.580017
1/28/2016,748.299988
1/29/2016,761.349976
2/1/2016,770.77002
2/2/2016,780.909973
2/3/2016,749.380005
2/4/2016,730.030029
2/5/2016,703.76001
2/8/2016,704.159973
2/9/2016,701.02002
2/10/2016,706.849976
2/11/2016,706.3599849999999
2/12/2016,706.8900150000001
2/16/2016,717.6400150000001
2/17/2016,731.969971
2/18/2016,717.51001
2/19/2016,722.1099849999999
2/22/2016,729.049988
2/23/2016,717.289978
2/24/2016,720.900024
2/25/2016,729.119995
2/26/2016,724.8599849999999
2/29/2016,717.219971
3/1/2016,742.169983
3/2/2016,739.47998
3/3/2016,731.590027
3/4/2016,730.219971
3/7/2016,712.799988
3/8/2016,713.530029
3/9/2016,725.409973
3/10/2016,732.169983
3/11/2016,744.869995
3/14/2016,750.23999
3/15/2016,750.570007
3/16/2016,
3/17/2016,758.47998
3/18/2016,755.409973
3/21/2016,762.159973
3/22/2016,760.049988
3/23/2016,757.5599980000001
3/24/2016,754.840027
3/28/2016,753.280029
3/29/2016,765.8900150000001
3/30/2016,768.340027
3/31/2016,762.900024
4/1/2016,769.669983
4/4/2016,765.119995
4/5/2016,758.570007
4/6/2016,768.070007
4/7/2016,760.119995
4/8/2016,
4/11/2016,757.539978
4/12/2016,764.320007
4/13/2016,771.909973
4/14/2016,775.3900150000001
4/15/2016,780.0
4/18/2016,787.679993
4/19/2016,776.25
4/20/2016,774.919983
4/21/2016,780.0
4/22/2016,737.77002
4/25/2016,742.210022
4/26/2016,725.369995
4/27/2016,721.460022
4/28/2016,705.0599980000001
4/29/2016,707.880005
5/2/2016,714.409973
5/3/2016,708.4400019999999
5/4/2016,711.369995
5/5/2016,714.710022
5/6/2016,725.179993
5/9/2016,729.130005
5/10/2016,739.380005
5/11/2016,730.549988
5/12/2016,728.070007
5/13/2016,724.830017
5/16/2016,730.299988
5/17/2016,720.1900019999999
5/18/2016,721.780029
5/19/2016,715.3099980000001
5/20/2016,721.710022
5/23/2016,717.25
5/24/2016,733.030029
5/25/2016,738.099976
5/26/2016,736.929993
5/27/2016,747.599976
5/31/2016,748.849976
6/1/2016,748.460022
6/2/2016,744.27002
6/3/2016,735.8599849999999
6/6/2016,730.0599980000001
6/7/2016,731.090027
6/8/2016,742.929993
6/9/2016,742.52002
6/10/2016,733.1900019999999
6/13/2016,731.880005
6/14/2016,733.25
6/15/2016,732.1900019999999
6/16/2016,724.25
6/17/2016,704.25
6/20/2016,706.130005
6/21/2016,708.880005
6/22/2016,710.469971
6/23/2016,714.869995
6/24/2016,685.200012
6/27/2016,681.1400150000001
6/28/2016,691.26001
6/29/2016,695.1900019999999
6/30/2016,703.530029
7/1/2016,710.25
7/5/2016,704.8900150000001
7/6/2016,708.969971
7/7/2016,707.26001
7/8/2016,717.780029
7/11/2016,727.200012
7/12/2016,732.51001
7/13/2016,729.47998
7/14/2016,735.799988
7/15/2016,735.630005
7/18/2016,753.200012
7/19/2016,753.409973
7/20/2016,757.080017
7/21/2016,754.409973
7/22/2016,759.280029
7/25/2016,757.52002
7/26/2016,757.650024
7/27/2016,761.969971
7/28/2016,765.840027
7/29/2016,791.340027
8/1/2016,800.9400019999999
8/2/2016,800.119995
8/3/2016,798.919983
8/4/2016,797.25
8/5/2016,806.929993
8/8/2016,805.22998
8/9/2016,807.47998
8/10/2016,808.48999
8/11/2016,808.200012
8/12/2016,807.049988
8/15/2016,805.960022
8/16/2016,801.1900019999999
8/17/2016,805.419983
8/18/2016,802.75
8/19/2016,799.650024
8/22/2016,796.950012
8/23/2016,796.590027
8/24/2016,793.599976
8/25/2016,791.299988
8/26/2016,793.219971
8/29/2016,795.820007
8/30/2016,791.919983
8/31/2016,789.849976
9/1/2016,791.400024
9/2/2016,796.869995
9/6/2016,808.02002
9/7/2016,807.98999
9/8/2016,802.840027
9/9/2016,788.47998
9/12/2016,798.820007
9/13/2016,788.719971
9/14/2016,790.460022
9/15/2016,801.22998
9/16/2016,797.969971
9/19/2016,795.3900150000001
9/20/2016,799.780029
9/21/2016,805.030029
9/22/2016,815.950012
9/23/2016,814.960022
9/26/2016,802.650024
9/27/2016,810.72998
9/28/2016,810.0599980000001
9/29/2016,802.6400150000001
9/30/2016,804.0599980000001
10/3/2016,800.380005
10/4/2016,802.789978
10/5/2016,801.22998
10/6/2016,803.080017
10/7/2016,800.710022
10/10/2016,814.169983
10/11/2016,809.570007
10/12/2016,811.77002
10/13/2016,804.080017
10/14/2016,804.599976
10/17/2016,806.840027
10/18/2016,821.48999
10/19/2016,826.840027
10/20/2016,821.630005
10/21/2016,824.0599980000001
10/24/2016,835.73999
10/25/2016,828.549988
10/26/2016,822.099976
10/27/2016,817.349976
10/28/2016,819.5599980000001
10/31/2016,809.900024
11/1/2016,805.47998
11/2/2016,788.419983
11/3/2016,782.1900019999999
11/4/2016,781.099976
11/7/2016,802.030029
11/8/2016,811.97998
11/9/2016,805.590027
11/10/2016,780.289978
11/11/2016,771.75
11/14/2016,753.219971
11/15/2016,775.159973
11/16/2016,779.97998
11/17/2016,786.159973
11/18/2016,775.969971
11/21/2016,784.799988
11/22/2016,785.0
11/23/2016,779.0
11/25/2016,780.22998
11/28/2016,785.789978
11/29/2016,789.4400019999999
11/30/2016,775.880005
12/1/2016,764.330017
12/2/2016,764.460022
12/5/2016,778.219971
12/6/2016,776.179993
12/7/2016,791.469971
12/8/2016,795.169983
12/9/2016,809.450012
12/12/2016,807.900024
12/13/2016,815.340027
12/14/2016,817.8900150000001
12/15/2016,815.650024
12/16/2016,809.840027
12/19/2016,812.5
12/20/2016,815.200012
12/21/2016,812.200012
12/22/2016,809.679993
12/23/2016,807.799988
12/27/2016,809.929993
12/28/2016,804.570007
12/29/2016,802.880005
12/30/2016,792.450012
1/3/2017,808.01001
1/4/2017,807.77002
1/5/2017,813.02002
1/6/2017,825.210022
1/9/2017,827.179993
1/10/2017,826.01001
1/11/2017,829.8599849999999
1/12/2017,829.530029
1/13/2017,830.9400019999999
1/17/2017,827.460022
1/18/2017,829.02002
1/19/2017,824.369995
1/20/2017,828.169983
1/23/2017,844.429993
1/24/2017,849.5300289999999
1/25/2017,858.4500119999999
1/26/2017,856.9799800000001
1/27/2017,845.0300289999999
1/30/2017,823.830017
1/31/2017,820.1900019999999
2/1/2017,815.23999
2/2/2017,818.26001
2/3/2017,820.130005
2/6/2017,821.619995
2/7/2017,829.22998
2/8/2017,829.880005
2/9/2017,830.0599980000001
2/10/2017,834.849976
2/13/2017,838.9600220000001
2/14/2017,840.0300289999999
2/15/2017,837.320007
2/16/2017,842.169983
2/17/2017,846.5499880000001
2/21/2017,849.2700199999999
2/22/2017,851.3599849999999
2/23/2017,851.0
2/24/2017,847.8099980000001
2/27/2017,849.669983
2/28/2017,844.929993
3/1/2017,856.75
3/2/2017,849.849976
3/3/2017,849.080017
3/6/2017,847.2700199999999
3/7/2017,851.150024
3/8/2017,853.6400150000001
3/9/2017,857.840027
3/10/2017,861.409973
3/13/2017,864.580017
3/14/2017,865.909973
3/15/2017,868.3900150000001
3/16/2017,870.0
3/17/2017,872.3699949999999
3/20/2017,867.909973
3/21/2017,850.1400150000001
3/22/2017,849.7999880000001
3/23/2017,839.650024
3/24/2017,835.1400150000001
3/27/2017,838.51001
3/28/2017,840.6300050000001
3/29/2017,849.8699949999999
3/30/2017,849.4799800000001
3/31/2017,847.7999880000001
4/3/2017,856.75
4/4/2017,852.570007
4/5/2017,848.909973
4/6/2017,845.099976
4/7/2017,842.099976
4/10/2017,841.7000119999999
4/11/2017,839.8800050000001
4/12/2017,841.4600220000001
4/13/2017,840.179993
4/17/2017,855.1300050000001
4/18/2017,853.98999
4/19/2017,856.51001
4/20/2017,860.080017
4/21/2017,858.9500119999999
4/24/2017,878.929993
4/25/2017,888.840027
4/26/2017,889.1400150000001
4/27/2017,891.4400019999999
4/28/2017,924.5200199999999
5/1/2017,932.820007
5/2/2017,937.090027
5/3/2017,948.4500119999999
5/4/2017,954.7199710000001
5/5/2017,950.2800289999999
5/8/2017,958.6900019999999
5/9/2017,956.7100220000001
5/10/2017,954.840027
5/11/2017,955.8900150000001
5/12/2017,955.1400150000001
5/15/2017,959.2199710000001
5/16/2017,964.6099849999999
5/17/2017,942.169983
5/18/2017,950.5
5/19/2017,954.650024
5/22/2017,964.070007
5/23/2017,970.5499880000001
5/24/2017,977.6099849999999
5/25/2017,991.8599849999999
5/26/2017,993.2700199999999
5/30/2017,996.169983
5/31/2017,987.090027
6/1/2017,988.2899779999999
6/2/2017,996.1199949999999
6/5/2017,1003.8800050000001
6/6/2017,996.679993
6/7/2017,1001.5
6/8/2017,1004.2800289999999
6/9/2017,970.1199949999999
6/12/2017,961.8099980000001
6/13/2017,970.5
6/14/2017,967.929993
6/15/2017,960.179993
6/16/2017,958.6199949999999
6/19/2017,975.2199710000001
6/20/2017,968.98999
6/21/2017,978.590027
6/22/2017,976.6199949999999
6/23/2017,986.090027
6/26/2017,972.090027
6/27/2017,948.090027
6/28/2017,961.01001
6/29/2017,937.820007
6/30/2017,929.679993
7/3/2017,919.4600220000001
7/5/2017,932.26001
7/6/2017,927.6900019999999
7/7/2017,940.8099980000001
